scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean,pv_filename,load_folder_y,arrangement_y,pv_cap_id,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate,pv_name,kwp,kwp_unit,npv_unit,bau_npv,npv_u_cf_bau,average_hh_bill_saving,average_hh_total_saving,bau_scenario,annual_generation,emissions_avoided_kg,carbon_offset_$,annual_carbon_offset_$_unit,total_carbon_offset_$_unit,npv_u_cf_bau_pa,total_npv_cf_bau_pa,site_tag,system_tag
111,C_bldg2_111,btm_p_c,12.0,C,778.44,1508.1024983753894,1692.618572602414,606.0137150521766,81.47972183261719,687.4934368847937,0.0,0.0,0.0,4.6566128730773935e-12,21.020477998911687,1051.9978560594325,330.99757187562284,1382.9954279350554,0.0,0.0,0.0,-71864.62531746854,0.0,0.0,0.0,6961.037835401422,17019.93080489734,56.20630169690322,1680.5341934342948,8324.162436685552,46.07993350073401,46.07993350073411,25.899826445154943,25.8998264451549,-2670.4068371107737,9632.91667055258,0.0,22968.813686111098,C_max_pv.csv,C,btm_p_c,C_max_pv,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA225,ppa_1,10,0.06,C_max_pv,10.5,0.875,-5988.718776455712,-6335.862715504815,347.1439390491032,35.08596328947239,35.08596328947249,1.0,12909.920716615194,10005.188555376773,795.7126458091149,66.30938715075958,663.0938715075957,34.714393904910324,416.5727268589239,a12_cp21,a12_cp21_pv010
113,C_bldg2_113,btm_p_c,12.0,C,778.44,973.1999498367501,1679.0278286494454,606.0137150521766,81.47972183261719,687.4934368847937,0.0,0.0,0.0,4.6566128730773935e-12,21.020477998911687,1051.9978560594325,330.99757187562284,1382.9954279350554,0.0,0.0,0.0,-111804.9896228924,0.0,0.0,0.0,6961.037835401422,17019.93080489734,56.20630169690322,1680.5341934342948,8324.162436685552,46.07993350073401,46.07993350073411,25.899826445154943,25.8998264451549,-2121.9135446191667,9632.91667055258,0.0,22968.813686111098,C_max_pv.csv,C,btm_p_c,C_max_pv,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA225,ppa_1,20,0.06,C_max_pv,10.5,0.875,-9317.082468574366,-9857.159374723638,540.076906149272,35.08596328947239,35.08596328947249,3.0,12909.920716615194,10005.188555376773,795.7126458091149,66.30938715075958,1326.1877430151915,27.0038453074636,324.0461436895632,a12_cp21,a12_cp21_pv010
115,C_bldg2_115,btm_p_c,12.0,C,778.44,2626.1677597575367,2947.478921176634,573.1649610400403,114.3284758447534,687.4934368847938,0.0,0.0,0.0,1.1641532182693482e-12,21.020477998911687,889.2998773729532,493.6955505621019,1382.9954279350554,0.0,0.0,0.0,-40927.20332208119,0.0,0.0,0.0,6961.037835401422,17019.93080489734,56.20630169690322,1680.5341934342948,7767.279409853439,46.07993350073401,46.07993350073411,25.899826445154943,25.8998264451549,-4486.449420235027,9632.916670552579,0.0,22968.813686111098,C_max_pv.csv,C,btm_p_c,C_max_pv,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA225,ppa_1,5,0.06,C_max_pv,10.5,0.875,-3410.6002768400995,-3608.3001954402066,197.69991860010714,35.08596328947246,35.085963289472375,0.0,12909.920716615194,10005.188555376773,795.7126458091149,66.30938715075958,331.54693575379787,39.539983720021425,474.4798046402571,a12_cp21,a12_cp21_pv010
116,C_bldg2_116,btm_p_c,12.0,C,778.44,1508.1024983753894,1692.618572602414,573.1649610400403,114.3284758447534,687.4934368847938,0.0,0.0,0.0,0.0,21.020477998911687,889.2998773729532,493.6955505621019,1382.9954279350554,0.0,0.0,0.0,-71864.62531746857,0.0,0.0,0.0,6961.037835401422,17019.93080489734,56.20630169690322,1680.5341934342948,7767.279409853439,46.07993350073401,46.07993350073411,25.899826445154943,25.8998264451549,-2113.5238102786607,9632.916670552579,0.0,22968.813686111098,C_max_pv.csv,C,btm_p_c,C_max_pv,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA225,ppa_1,10,0.06,C_max_pv,10.5,0.875,-5988.718776455714,-6335.862715504815,347.1439390491014,35.08596328947246,35.085963289472375,1.0,12909.920716615194,10005.188555376773,795.7126458091149,66.30938715075958,663.0938715075957,34.71439390491014,416.57272685892167,a12_cp21,a12_cp21_pv010
118,C_bldg2_118,btm_p_c,12.0,C,778.44,973.1999498367501,1679.0278286494454,573.1649610400403,114.3284758447534,687.4934368847938,0.0,0.0,0.0,0.0,21.020477998911687,889.2998773729532,493.6955505621019,1382.9954279350554,0.0,0.0,0.0,-111804.9896228924,0.0,0.0,0.0,6961.037835401422,17019.93080489734,56.20630169690322,1680.5341934342948,7767.279409853439,46.07993350073401,46.07993350073411,25.899826445154943,25.8998264451549,-1565.0305177870525,9632.916670552579,0.0,22968.813686111098,C_max_pv.csv,C,btm_p_c,C_max_pv,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA225,ppa_1,20,0.06,C_max_pv,10.5,0.875,-9317.082468574366,-9857.159374723638,540.076906149272,35.08596328947246,35.085963289472375,3.0,12909.920716615194,10005.188555376773,795.7126458091149,66.30938715075958,1326.1877430151915,27.0038453074636,324.0461436895632,a12_cp21,a12_cp21_pv010
120,C_bldg2_120,btm_p_c,12.0,C,778.44,2626.1677597575367,2947.478921176634,556.7405840339724,130.75285285082148,687.4934368847937,0.0,0.0,0.0,2.3283064365386963e-12,21.020477998911687,807.9508880297137,575.0445399053415,1382.9954279350554,0.0,0.0,0.0,-40927.20332208118,0.0,0.0,0.0,6961.037835401422,17019.93080489734,56.20630169690322,1680.5341934342948,7488.8378964373815,46.07993350073401,46.07993350073411,25.899826445154943,25.8998264451549,-4208.007906818971,9632.91667055258,0.0,22968.813686111098,C_max_pv.csv,C,btm_p_c,C_max_pv,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA225,ppa_1,5,0.06,C_max_pv,10.5,0.875,-3410.600276840098,-3608.3001954402066,197.6999186001085,35.085963289472346,35.08596328947249,0.0,12909.920716615194,10005.188555376773,795.7126458091149,66.30938715075958,331.54693575379787,39.5399837200217,474.47980464026045,a12_cp21,a12_cp21_pv010
121,C_bldg2_121,btm_p_c,12.0,C,778.44,1508.1024983753894,1692.618572602414,556.7405840339724,130.75285285082148,687.4934368847937,0.0,0.0,0.0,2.3283064365386963e-12,21.020477998911687,807.9508880297137,575.0445399053415,1382.9954279350554,0.0,0.0,0.0,-71864.62531746854,0.0,0.0,0.0,6961.037835401422,17019.93080489734,56.20630169690322,1680.5341934342948,7488.8378964373815,46.07993350073401,46.07993350073411,25.899826445154943,25.8998264451549,-1835.0822968626044,9632.91667055258,0.0,22968.813686111098,C_max_pv.csv,C,btm_p_c,C_max_pv,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA225,ppa_1,10,0.06,C_max_pv,10.5,0.875,-5988.718776455712,-6335.862715504815,347.1439390491032,35.085963289472346,35.08596328947249,1.0,12909.920716615194,10005.188555376773,795.7126458091149,66.30938715075958,663.0938715075957,34.714393904910324,416.5727268589239,a12_cp21,a12_cp21_pv010
123,C_bldg2_123,btm_p_c,12.0,C,778.44,973.1999498367501,1679.0278286494454,556.7405840339724,130.75285285082148,687.4934368847937,0.0,0.0,0.0,2.3283064365386963e-12,21.020477998911687,807.9508880297137,575.0445399053415,1382.9954279350554,0.0,0.0,0.0,-111804.9896228924,0.0,0.0,0.0,6961.037835401422,17019.93080489734,56.20630169690322,1680.5341934342948,7488.8378964373815,46.07993350073401,46.07993350073411,25.899826445154943,25.8998264451549,-1286.589004370996,9632.91667055258,0.0,22968.813686111098,C_max_pv.csv,C,btm_p_c,C_max_pv,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA225,ppa_1,20,0.06,C_max_pv,10.5,0.875,-9317.082468574366,-9857.159374723638,540.076906149272,35.085963289472346,35.08596328947249,3.0,12909.920716615194,10005.188555376773,795.7126458091149,66.30938715075958,1326.1877430151915,27.0038453074636,324.0461436895632,a12_cp21,a12_cp21_pv010
2155,C_bldg2_2155,en,12.0,C,3000.0,1577.556604801347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,4659.888874028694,-39246.971838180485,0.0,9237.445478830045,-9237.445478830045,0.0,22968.813686111112,0.0,2297.82431154225,4659.888874028694,100.0,100.0,0.0,0.0,0.0,9237.445478830045,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU9,EA225_p,capex_low,5,0.06,,0.0,0.0,-3270.5809865150404,-3608.3001954402066,337.7192089251662,722.5794001742662,722.5794001742662,0.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-4.339419259417453e-14,67.54384178503324,810.5261014203988,a12_cp21,a12_cp21_pv000
2156,C_bldg2_2156,en,12.0,C,3000.0,905.9272958438736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,4659.888874028694,-63903.71583593218,0.0,8565.816169872567,-8565.816169872567,0.0,22968.813686111112,0.0,2297.82431154225,4659.888874028694,100.0,100.0,0.0,0.0,0.0,8565.816169872567,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU9,EA225_p,capex_low,10,0.06,,0.0,0.0,-5325.309652994348,-6335.862715504815,1010.5530625104675,722.5794001742662,722.5794001742662,1.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-8.678838518834906e-14,101.05530625104674,1212.6636750125608,a12_cp21,a12_cp21_pv000
2157,C_bldg2_2157,en,12.0,C,3000.0,584.6077437181889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,4659.888874028694,-95690.21411874052,0.0,8244.496617746883,-8244.496617746883,0.0,22968.813686111112,0.0,2297.82431154225,4659.888874028694,100.0,100.0,0.0,0.0,0.0,8244.496617746883,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU9,EA225_p,capex_low,20,0.06,,0.0,0.0,-7974.184509895043,-9857.159374723638,1882.974864828595,722.5794001742662,722.5794001742662,3.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-1.7357677037669811e-13,94.14874324142974,1129.7849188971568,a12_cp21,a12_cp21_pv000
2158,C_bldg2_2158,en,12.0,C,3000.0,5753.441735157854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,4659.888874028694,-56988.9814106512,0.0,13413.330609186547,-13413.330609186547,0.0,22968.813686111112,0.0,2297.82431154225,4659.888874028694,100.0,100.0,0.0,0.0,0.0,13413.330609186547,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU9,EA225_p,capex_med,5,0.06,,0.0,0.0,-4749.0817842209335,-3608.3001954402066,-1140.781588780727,722.5794001742662,722.5794001742662,0.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-4.339419259417453e-14,-228.15631775614537,-2737.875813073744,a12_cp21,a12_cp21_pv000
2159,C_bldg2_2159,en,12.0,C,3000.0,3303.970137783539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,4659.888874028694,-81793.8789324376,0.0,10963.859011812234,-10963.859011812234,0.0,22968.813686111112,0.0,2297.82431154225,4659.888874028694,100.0,100.0,0.0,0.0,0.0,10963.859011812234,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU9,EA225_p,capex_med,10,0.06,,0.0,0.0,-6816.156577703133,-6335.862715504815,-480.2938621983176,722.5794001742662,722.5794001742662,1.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-8.678838518834906e-14,-48.02938621983176,-576.352634637981,a12_cp21,a12_cp21_pv000
2160,C_bldg2_2160,en,12.0,C,3000.0,2132.0988300310423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,4659.888874028694,-113651.2565282148,0.0,9791.987704059737,-9791.987704059737,0.0,22968.813686111112,0.0,2297.82431154225,4659.888874028694,100.0,100.0,0.0,0.0,0.0,9791.987704059737,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU9,EA225_p,capex_med,20,0.06,,0.0,0.0,-9470.9380440179,-9857.159374723638,386.2213307057391,722.5794001742662,722.5794001742662,3.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-1.7357677037669811e-13,19.311066535286955,231.73279842344346,a12_cp21,a12_cp21_pv000
2161,C_bldg2_2161,en,12.0,C,3000.0,1577.556604801347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,5349.0814500955,-42175.13219224873,0.0,9926.638054896846,-9926.638054896846,0.0,22968.813686111112,0.0,2297.82431154225,5349.0814500955,100.0,100.0,0.0,0.0,0.0,9926.638054896846,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU12,EA225_p,capex_low,5,0.06,,0.0,0.0,-3514.5943493540613,-3608.3001954402066,93.70584608614536,722.5794001742662,722.5794001742662,0.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-4.339419259417453e-14,18.74116921722907,224.89403060674886,a12_cp21,a12_cp21_pv000
2162,C_bldg2_2162,en,12.0,C,3000.0,905.9272958438736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,5349.0814500955,-69045.3118804644,0.0,9255.008745939374,-9255.008745939374,0.0,22968.813686111112,0.0,2297.82431154225,5349.0814500955,100.0,100.0,0.0,0.0,0.0,9255.008745939374,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU12,EA225_p,capex_low,10,0.06,,0.0,0.0,-5753.7759900387,-6335.862715504815,582.0867254661152,722.5794001742662,722.5794001742662,1.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-8.678838518834906e-14,58.208672546611524,698.5040705593383,a12_cp21,a12_cp21_pv000
2163,C_bldg2_2163,en,12.0,C,3000.0,584.6077437181889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,5349.0814500955,-103689.36655103324,0.0,8933.689193813689,-8933.689193813689,0.0,22968.813686111112,0.0,2297.82431154225,5349.0814500955,100.0,100.0,0.0,0.0,0.0,8933.689193813689,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU12,EA225_p,capex_low,20,0.06,,0.0,0.0,-8640.780545919437,-9857.159374723638,1216.3788288042015,722.5794001742662,722.5794001742662,3.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-1.7357677037669811e-13,60.818941440210075,729.8272972825209,a12_cp21,a12_cp21_pv000
2164,C_bldg2_2164,en,12.0,C,3000.0,5753.441735157854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,5349.0814500955,-59917.1417647194,0.0,14102.523185253352,-14102.523185253352,0.0,22968.813686111112,0.0,2297.82431154225,5349.0814500955,100.0,100.0,0.0,0.0,0.0,14102.523185253352,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU12,EA225_p,capex_med,5,0.06,,0.0,0.0,-4993.09514705995,-3608.3001954402066,-1384.7949516197436,722.5794001742662,722.5794001742662,0.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-4.339419259417453e-14,-276.95899032394874,-3323.507883887385,a12_cp21,a12_cp21_pv000
2165,C_bldg2_2165,en,12.0,C,3000.0,3303.970137783539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,5349.0814500955,-86935.47497696981,0.0,11653.051587879041,-11653.051587879041,0.0,22968.813686111112,0.0,2297.82431154225,5349.0814500955,100.0,100.0,0.0,0.0,0.0,11653.051587879041,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU12,EA225_p,capex_med,10,0.06,,0.0,0.0,-7244.622914747484,-6335.862715504815,-908.7601992426689,722.5794001742662,722.5794001742662,1.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-8.678838518834906e-14,-90.8760199242669,-1090.512239091203,a12_cp21,a12_cp21_pv000
2166,C_bldg2_2166,en,12.0,C,3000.0,2132.0988300310423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,5349.0814500955,-121650.40896050766,0.0,10481.180280126542,-10481.180280126542,0.0,22968.813686111112,0.0,2297.82431154225,5349.0814500955,100.0,100.0,0.0,0.0,0.0,10481.180280126542,0.0,22968.813686111098,zero,C,en,,TIDNULL,TIDNULL,EA225_p_TOU12,EA225_p,capex_med,20,0.06,,0.0,0.0,-10137.534080042306,-9857.159374723638,-280.3747053186671,722.5794001742662,722.5794001742662,3.0,-1.689702197604781e-12,-1.3095192031437052e-12,-1.0414606222601888e-13,-8.678838518834906e-15,-1.7357677037669811e-13,-14.018735265933355,-168.22482319120024,a12_cp21,a12_cp21_pv000
155,C_bldg2_155,en_pv,12.0,C,3000.0,1577.556604801347,2947.478921176634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020477998911687,0.0,0.0,0.0,0.0,0.0,3393.3372594125267,-46388.69806690874,0.0,10918.372785390507,-10918.372785390507,6961.028462342943,17019.921431838866,56.206301696902955,1683.3498034342947,3393.3372594125267,46.08000610426667,46.0800061042663,25.89986725291542,25.89986725291539,0.0,10918.372785390507,0.0,22968.813686111098,C_max_pv.csv,C,en_pv,C_max_pv,TIDNULL,TIDNULL,EA225_p_TOU9,EA225_p,capex_low,5,0.06,C_max_pv,10.5,0.875,-3865.724838909062,-3608.3001954402066,-257.42464346885527,722.5794001742662,722.5794001742662,0.0,12909.920716615188,10005.18855537677,795.7126458091145,66.30938715075955,331.54693575379775,-51.48492869377105,-617.8191443252526,a12_cp21,a12_cp21_pv010
